ARTIST,SONG,TABS,TUNING,CAPO,CHORDS,TECHNIQUE
Marc Scibilia,More to This,https://danielchaveztutorials.com/tabs/more-to-this,Standard,3rd Fret,Am | C | G | F | Em,Finger-picking
Marc Scibilia,Piano Man (Billy Joel Cover),https://danielchaveztutorials.com/tabs/piano-man,Standard,4th Fret,C | C/B | Gadd11| F | D7/F# | F/A | G,Finger-picking/Strumming
Marc Scibilia,Rather Be,https://danielchaveztutorials.com/tabs/rather-be,Standard,3rd Fret,Em | Dadd4 | C | G | D/F# | Am7 | Bm,Finger-picking/Strumming
Mariana's Trench,Fallout,https://danielchaveztutorials.com/tabs/fallout,Standard,N/A,C | G | Am | F,Picking/Strumming
Max McNown,A Lot More Free,https://danielchaveztutorials.com/tabs/a-lot-more-free,Standard,1st Fret,C | F | Am | Am7 | G,Strumming
Max McNown,Love Me Back,https://danielchaveztutorials.com/tabs/love-me-back,Standard,N/A,"G, C, Dadd4, Em, Dsus2",Picking/Strumming
Megan Moroney,I'm Not Pretty,https://danielchaveztutorials.com/tabs/im-not-pretty,Standard,3rd Fret,G | Bm | Am | D,Strumming
Michael Marcagi,Scared to Start,https://danielchaveztutorials.com/tabs/scared-to-start,Standard,N/A,"C/G, G, Dadd4/A, Em",Picking/Strumming
Morgan Wallen,Last Night,https://danielchaveztutorials.com/tabs/last-night,Half-Step Down,N/A,Triads,Picking
Mt. Joy,Bathroom Light,https://danielchaveztutorials.com/tabs/bathroom-light,C Standard,N/A,Em | D | C | G | Bm,Finger-picking/Barre Chords
Neil Young,Ohio - Tim McIlrath Version,https://danielchaveztutorials.com/tabs/ohio,Drop D,N/A,Dsus2 | Cadd9 | G | C,Picking/Strumming
NF,HOME,https://danielchaveztutorials.com/tabs/home-v1,Standard,N/A,Gmaj7 | D | Em7 | Bm | A | G,Strumming/Barre Chords
NF,HOME,https://danielchaveztutorials.com/tabs/home-v2,Standard,N/A,Gmaj7 | D | Em7 | Bm | A | G,Strumming/Barre Chords
Nicholas Jamerson,Linda James,https://danielchaveztutorials.com/tabs/linda-james,Standard,2nd Fret,Dsus2/F# | G | D | D/A,Finger-picking/Muted-Strumming
Nirvana,Come As You Are,https://danielchaveztutorials.com/tabs/come-as-you-are,Half-Step Down,N/A,F#m | A | B | D,Picking/Strumming
Nirvana,Smells Like Teen Spirit,https://danielchaveztutorials.com/tabs/smells-like-teen-spirit,Standard,N/A,F5 | Bb5 | G#5 | C#5,Muted-Strumming
Nirvana,The Man Who Sold The World,https://danielchaveztutorials.com/tabs/the-man-who-sold-the-world,Half-Step Down,N/A,A | Dm | F | C | C#,Picking/Strumming
No Use For A Name,For Fiona - Tim McIlrath Version,https://danielchaveztutorials.com/tabs/for-fiona-tim-mcilrath,Half-Step Down,N/A,Power Chords,Strumming
Noah Kahan,All Them Horses,https://danielchaveztutorials.com/tabs/all-them-horses,Standard,N/A,E | C#m | E/A | Amaj7 | B,Finger-picking/Strumming
Noah Kahan,American Cars,https://danielchaveztutorials.com/tabs/american-cars,Open C Tuning (variation),N/A,,Strumming
Noah Kahan,Dan,https://danielchaveztutorials.com/tabs/dan,Standard,N/A,Em | Bm | C | G | D6/F# | Am | D,Finger-picking
Noah Kahan,Dashboard,https://danielchaveztutorials.com/tabs/dashboard,Half-Step Down,N/A,A | C#m | F#m | D | E,Strumming
Noah Kahan,Dial Drunk,https://danielchaveztutorials.com/tabs/dial-drunk,Standard,1st Fret,C/G | G | Em | D,Strumming
Noah Kahan,Downfall,https://danielchaveztutorials.com/tabs/downfall,,,,
Noah Kahan,False Confidence,https://danielchaveztutorials.com/tabs/false-confidence,Standard,6th Fret,Am | C | G | F | C/B | C/G | E | Fmaj7,Finger-picking/Strumming
Noah Kahan,Growing Sideways,https://danielchaveztutorials.com/tabs/growing-sideways,Standard,5th Fret,D/A | F#m | G | A | Bm,Strumming
Noah Kahan,Haircut,https://danielchaveztutorials.com/tabs/haircut,Whole Step Down,N/A,,Strumming
Noah Kahan,Headed North,https://danielchaveztutorials.com/tabs/headed-north,,,,
Noah Kahan,Maine,https://danielchaveztutorials.com/tabs/maine,Standard,2nd Fret,E | Amaj7 | C#m | B,Finger-picking/Strumming
Noah Kahan,Orange Juice,https://danielchaveztutorials.com/tabs/orange-juice,Standard,N/A,A | C#m | F#m | A/D | Dsus2,Finger-picking/Strumming
Noah Kahan,Orbiter,https://danielchaveztutorials.com/tabs/orbiter,,,,
Noah Kahan,Paid Time Off,https://danielchaveztutorials.com/tabs/paid-time-off,Standard,1st Fret,C/G | G | D7 | Em | D,Strumming
Noah Kahan,Porch Light,https://danielchaveztutorials.com/tabs/porch-light-nk,Half-Step Down,N/A,A7sus | Cadd9 | Em7 | Dsus2,Fingerpicking/Strumming
Noah Kahan,Staying Still,https://danielchaveztutorials.com/tabs/staying-still,,,,
Noah Kahan,Stick Season,https://danielchaveztutorials.com/tabs/stick-season,Standard,N/A,A | E | F#m | D,Finger-picking/Strumming
Noah Kahan,The Great Divide,https://danielchaveztutorials.com/tabs/the-great-divide,Half-Step Down,N/A,Am | Gadd11 | C/G | Fmaj7 | D7sus2 | Em,Strumming
Noah RInker,After Dark,https://danielchaveztutorials.com/tabs/after-dark,Standard,N/A,Em7 | D/F# | G | Cadd9 | Dadd4,Strumming
Noah RInker,Hand On My Gun,https://danielchaveztutorials.com/tabs/hand-on-my-gun,Half-Step Down,N/A,G | Cadd9 | Em | D/F# | D | Am7,Picking/Strumming
Noah RInker,I Hope It Hurts,https://danielchaveztutorials.com/tabs/i-hope-it-hurts,Standard,N/A,G | Cadd9 | Em | D/F#,Strumming
Noah RInker,No Friend of Mine,https://danielchaveztutorials.com/tabs/no-friend-of-mine,Standard,6th Fret,G/B | Csus2 | G | G/E,Finger-picking
Noah RInker,Red Bandana,https://danielchaveztutorials.com/tabs/red-bandana,Standard,5th Fret,Am7 | C/B | C | Gadd11 | G,Strumming
Noah RInker,Save My Soul,https://danielchaveztutorials.com/tabs/save-my-soul,Standard,N/A,Am | F | C | G,Picking/Strumming
Nolan Taylor,Wicked Ways,https://danielchaveztutorials.com/tabs/wicked-ways,Standard,N/A,G | B7 | Em | C/G | Am | C/B,Strumming
Old Dominion,Break Up With Him ,https://danielchaveztutorials.com/tabs/break-up-with-him,Half-Step Down,N/A,E | C#5 | A5 | B5,Muted-Strumming
Old Dominion,Song for Another Time,https://danielchaveztutorials.com/tabs/song-for-another-time,Half-Step Down,N/A,    C | G | F | Am | Gsus4,Picking/Strumming
Ole 60,Let You Down,https://danielchaveztutorials.com/tabs/let-you-down-ole-60,Open D Tuning,,D | A(add11) | G(add9) | Bm7 | Bm11,Strumming
Ole 60,Next To You,https://danielchaveztutorials.com/tabs/next-to-you,Drop D,N/A,Em | D5 | D5/G | F#5,Strumming
Ole 60,Thoughts of You,https://danielchaveztutorials.com/tabs/thoughts-of-you,,,,
Ole 60,Walls,https://danielchaveztutorials.com/tabs/walls,Standard,3rd Fret,Em | C | G | D,Strumming
Oliver Anthony,Rich Men North of Richmond,https://danielchaveztutorials.com/tabs/rich-men-north-of-richmond,Half-Step Down,4th Fret,Em | C | G | D,Picking/Strumming
Plain White T's,Hey There Delilah,https://danielchaveztutorials.com/tabs/hey-there-delilah,Standard,,D | F#m | Bm | G | A,Finger-picking
Post Malone,I Had Some Help,https://danielchaveztutorials.com/tabs/i-had-some-help,Standard,2nd Fret,Fsus2 | C | Am7 | G | F | Am,Picking/Strumming
Rascal Flatts,Bless the Broken Road,https://danielchaveztutorials.com/tabs/bless-the-broken-road,Half-Step Down,N/A,C | Am7 | F | G | Am | Dm,Picking/Strumming
Red Hot Chili Peppers,Under the Bridge,https://danielchaveztutorials.com/tabs/under-the-bridge,Standard,N/A,D | F# | E | B | C#m | G#m | A | Emaj7,Picking/Strumming/Barre Chords/Legato
Rehab,Bartender Song (I'm Sittin' at a Bar),https://danielchaveztutorials.com/tabs/bartender-song,Standard,N/A,E | G#m | A | B,Strumming
Riley Green,Christmas To Me,https://danielchaveztutorials.com/tabs/christmas-to-me,Drop C#,N/A,Dsus2 | G | G/F# | Em | A,Picking/Strumming
Riley Green,Cowboy In Me (Tim McGraw Cover),https://danielchaveztutorials.com/tabs/cowboy-in-me,Standard,4th Fret,G | Cadd9 | D | G/F#,Picking/Strumming
Riley Green,Don't Mind If I Do,https://danielchaveztutorials.com/tabs/dont-mind-if-i-do,Drop D,3rd Fret,D | G | Em7 |D/F# | A,Picking/Strumming
Riley Green,Ol' Stray Dog,https://danielchaveztutorials.com/tabs/ol-stray-dog,Standard,1st,C | B/G | Am | F | G | B/G | Fmaj7 | Am7,Picking
Riley Green,Worst Way,https://danielchaveztutorials.com/tabs/worst-way,Half-Step Down,N/A,Am | F | C | G,Picking/Strumming
Rise Against,Anywhere But Here,https://danielchaveztutorials.com/tabs/anywhere-but-here,Half-Step Down,N/A,F | Bb | C | Dsus2 | B5,Strumming
Rise Against,Audience of One,https://danielchaveztutorials.com/tabs/audience-of-one,Half-Step Down,N/A,Dsus2 | Asus4 | B5 | G | D5 | A,Picking/Strumming
Rise Against,Everchanging,https://danielchaveztutorials.com/tabs/everchanging,Half-Step Down,N/A,G | Gadd11 | C | F | Am,Muted-Strumming
Rise Against,Faint Resemblance,https://danielchaveztutorials.com/tabs/faint-resemblance,Half-Step Down,N/A,Am | C | F | G | C5 | F5 | G5,Strumming
Rise Against,Forfeit,https://danielchaveztutorials.com/tabs/forfeit,Half-Step Down,N/A,Dm | F | C | G | Bb,Picking/Strumming
Rise Against,Hero of War,https://danielchaveztutorials.com/tabs/hero-of-war,Half-Step Down,N/A,F | Am | Bb5 | C | D5 | Fsus2 | Am7,Picking/Strumming
Rise Against,House on Fire (Ghost Note Symphonies),https://danielchaveztutorials.com/tabs/house-on-fire-gns,Standard,6th Fret,Am | G | C | F | Dsus2 | A7sus4,Muted-Strumming
Rise Against,I Don't Want to be Here Anymore,https://danielchaveztutorials.com/tabs/i-dont-want-to-be-here-anymore,Half-Step Down,4th Fret,G | Bb5 | F | Eb5 | C5 | D5 | G5,Picking/Muted-Strumming/Power Chords
Rise Against,Life Less Frightening Acoustic,https://danielchaveztutorials.com/tabs/life-less-frightening,Standard,N/A,Am | F | G | Em | C | Dm | E,Picking/Strumming/Power Chords
Rise Against,Like the Angel (Ghost Note Symphonies),https://danielchaveztutorials.com/tabs/like-the-angel-gns,Half-Step Down,N/A,Am | C | G | F,Strumming/Power Chords
Rise Against,Like the Angel Acoustic  ,https://danielchaveztutorials.com/tabs/like-the-angel,Half-Step Down,N/A,D5 | A | D5 | B5 | A5 | G | Asus2,Strumming/Power Chords
Rise Against,Miracle (Ghost Note Symphonies),https://danielchaveztutorials.com/tabs/miracle-gns,Half-Step Down,N/A,Am | G | C | F | Dm | Dsus2 | Em,Strumming/Power Chords
Rise Against,Mourning in Amerika,https://danielchaveztutorials.com/tabs/mourning-in-amerika,Half-Step Down,N/A,D | G | A | Bm | Em | F#5 | G5 | A5 | B5,Picking/Muted-Strumming
Rise Against,People Live Here,https://danielchaveztutorials.com/tabs/people-live-here,Half-Step Down,N/A,Am | F | C | G | Dsus2,Picking/Strumming
Rise Against,Prayer of the Refugee - Revival Version,https://danielchaveztutorials.com/tabs/prayer-of-the-refugee,Half-Step Down,2nd Fret,Em | C | D | A  | Dsus2 | Am | C/G | F | Em7 | G | Cadd9,Picking/Strumming
Rise Against,Ready to Fall (Acoustic),https://danielchaveztutorials.com/tabs/ready-to-fall,Half-Step Down,N/A,Dsus2/A | G | Bb5 | C | Csus2,Muted-Strumming
Rise Against,Roadside,https://danielchaveztutorials.com/tabs/roadside,Half-Step Down,N/A,D | C | Am | Bb,Picking/Strumming
Rise Against,Savior (Ghost Note Symphonies),https://danielchaveztutorials.com/tabs/savior-gns,Half-Step Down,2nd Fret,Am | C | F | G/B | G | Em,Picking/Muted-Strumming
Rise Against,Sudden Life  ,https://danielchaveztutorials.com/tabs/sudden-life,Half-Step Down,N/A,Dsus2 | Asus4 | C | G | C5 | G5 | Dadd4 | F | Bb5,Picking/Strumming
Rise Against,Swing Life Away,https://danielchaveztutorials.com/tabs/swing-life-away,Half-Step Down,N/A,E5 | G5 | C5 | Dadd4 | Dsus | Cadd9,Finger-picking/Strumming
Rise Against,The Violence,https://danielchaveztutorials.com/tabs/the-violence-gns,Half-Step Down,N/A,G | Asus2 | B5 | D5 | Dsus2 | A5,Picking/Strumming/Power Chords
Rise Against,Tragedy + Time,https://danielchaveztutorials.com/tabs/tragedy-plus-time,Half-Step Down,N/A,Em | B5 | A5 | C#5,Picking/Muted-Strumming/Power Chords
Rise Against,Wait for Me (Ghost Note Symphonies),https://danielchaveztutorials.com/tabs/wait-for-me-gns,Half-Step Down,3rd Fret,Am | C | F | G,Picking/Strumming
Rob Thomas,Little Wonders,https://danielchaveztutorials.com/tabs/little-wonders,Standard,N/A,G | D | Am | Cmaj7,Picking/Strumming
Sam Barber,Ain't Dead Yet,https://danielchaveztutorials.com/tabs/aint-dead-yet,Drop D,4th,Em | G | Dsus2 | A,Finger-picking/Strumming
Sam Barber,All For You,https://danielchaveztutorials.com/tabs/all-for-you,Half-Step Down,N/A,Cmaj7/G | E5 | D5 | Em | C/G | G | G/F#,Strumming
Sam Barber,All That I Have,https://danielchaveztutorials.com/tabs/all-that-i-have,Half-Step Down,N/A,E | A | B | C#m,Picking/Strumming
Sam Barber,As Time Passes,https://danielchaveztutorials.com/tabs/as-time-passes,Standard,4th Fret,G | D | A | Bm,Picking/Strumming
Sam Barber,Bet On My Ghost,https://danielchaveztutorials.com/tabs/bet-on-my-ghost,Standard,Optional,"Power Chords | Capo'd Version: Em, G, Dsus2, C",Finger-picking/Strumming
Sam Barber,Better Than The Floor,https://danielchaveztutorials.com/tabs/better-than-the-floor,Half-Step Down,N/A,G | D | Em | C | Dadd4,Picking/Strumming
Sam Barber,Better Year,https://danielchaveztutorials.com/tabs/better-year,Standard,N/A,C#5 | A5 | E5 | B5,Strumming
Sam Barber,Borrowed Time,https://danielchaveztutorials.com/tabs/borrowed-time,Standard,N/A,C/G | Em | Dadd4/A | G,Strumming
Sam Barber,Broken View,https://danielchaveztutorials.com/tabs/broken-view,Standard,N/A,C#5 | B5 | A5 | E,Strumming
Sam Barber,Burn Me (w/Jonah Kagen),https://danielchaveztutorials.com/tabs/burn-me,Standard,N/A,G | Am | Em | C | D/F#,Finger-picking/Strumming
Sam Barber,But We Don't Talk About It (Unreleased),https://danielchaveztutorials.com/tabs/but-we-dont-talk-about-it,,,,
Sam Barber,"Cold, Dark Place",https://danielchaveztutorials.com/tabs/cold-dark-place,Standard,1st Fret,Am | C | G,Picking/Strumming
Sam Barber,County You Were Raised In (Unreleased),https://danielchaveztutorials.com/tabs/county-you-were-raised-in,,,,
Sam Barber,Different Kind of Pain,https://danielchaveztutorials.com/tabs/different-kind-of-pain,Standard,2nd Fret,Em | C | G | D/F# | E5 | C5 | G5 | G5/F#,Picking/Muted-Strumming
Sam Barber,Down The Road,https://danielchaveztutorials.com/tabs/down-the-road,Standard,1st Fret,F | C | G | Am,
Sam Barber,Drowning,https://danielchaveztutorials.com/tabs/drowning,Standard,3rd Fret,E | A | C#m | B | E7 | G#,Muted-Strumming
Sam Barber,Due Time,https://danielchaveztutorials.com/tabs/due-time,Standard,1st Fret,C | F | Am | G,Picking/Strumming
Sam Barber,Dust and Smoke,https://danielchaveztutorials.com/tabs/dust-and-smoke,Standard,1st Fret,Em | G | C/G | C | Dadd4,Finger-picking/Strumming
Sam Barber,Evil Place,https://danielchaveztutorials.com/tabs/evil-place,Standard,2nd Fret,Am | G | F | C,Picking/Strumming
Sam Barber,Far Past,https://danielchaveztutorials.com/tabs/far-past,C# Standard,N/A,C#5 | B5 | A5 | E,Strumming
Sam Barber,Fear In God (feat. Avery Anna),https://danielchaveztutorials.com/tabs/fear-in-god,Whole Step Down,N/A,Bm | A | G | Em,Picking/Strumming
Sam Barber,Gambler,https://danielchaveztutorials.com/tabs/gambler,Standard,N/A,Em | G | D | Am | C,Picking/Strumming
Sam Barber,Ghost Town,https://danielchaveztutorials.com/tabs/ghost-town,Standard,6th Fret,A5 | A5/F#,Strumming
Sam Barber,Hate It Here,https://danielchaveztutorials.com/tabs/hate-it-here,Standard,2nd Fret,Dadd11/A | C/G | Em | Am,Strumming
Sam Barber,Hopeless Son,https://danielchaveztutorials.com/tabs/hopeless-son,Standard,1st Fret,Cmaj7/G | Em | Asus13 | Em/B,Strumming
Sam Barber,Indigo,https://danielchaveztutorials.com/tabs/indigo,Standard,N/A,C/G | Dadd4/A | Em,Picking/Strumming
Sam Barber,Let Me Down,https://danielchaveztutorials.com/tabs/let-me-down,Standard,1st Fret,F | Am | C/G,Picking/Muted-Strumming
Sam Barber,Lighthouse,https://danielchaveztutorials.com/tabs/lighthouse,Open D,N/A,,Picking/Strumming
Sam Barber,Man of the Year,https://danielchaveztutorials.com/tabs/man-of-the-year,Standard,3rd Fret,Em | G | C/G | C/B | Am,Strumming
Sam Barber,Man You Raised (Unreleased),https://danielchaveztutorials.com/tabs/man-you-raised,Standard,1st Fret,C | D | D | Em,Picking/Strumming
Sam Barber,Morning Time,https://danielchaveztutorials.com/tabs/morning-time,Standard,3rd Fret,Bm | A | D | G,Fingerpicking/Muted-Strumming
Sam Barber,Music For The Soul,https://danielchaveztutorials.com/tabs/music-for-the-soul,Standard,3rd Fret,C#m | A | E | C#5 | B5 | A5,Finger-picking/Strumming
Sam Barber,Nowhere Fast,https://danielchaveztutorials.com/tabs/nowhere-fast-sb,Standard,,,
Sam Barber,Restless Mind,https://danielchaveztutorials.com/tabs/restless-mind,Standard,3rd Fret,Triad Shapes,Fingerpicking
Sam Barber,Run,https://danielchaveztutorials.com/tabs/run,Standard,3rd Fret,Em | C/G | G | D | G/F# | C,Picking/Strumming
Sam Barber,Run Away High,https://danielchaveztutorials.com/tabs/run-away-high,,,,
Sam Barber,S.O.B.,https://danielchaveztutorials.com/tabs/sob,Standard,2nd Fret,Em | C | G,Strumming
Sam Barber,Same Sad Shit,https://danielchaveztutorials.com/tabs/same-sad-shit,Half-Step Down,N/A,Aadd9 | Badd11 | E | C#5 | B5,Picking/Strumming
Sam Barber,Satellite,https://danielchaveztutorials.com/tabs/satellite,Standard,1st Fret,G | Dadd11/A | Em | C/G,Strumming
Sam Barber,Scared to Die (Unreleased),https://danielchaveztutorials.com/tabs/scared-to-die,Standard,3rd Fret,C/G | G | D | Em | Em7,Picking/Strumming
Sam Barber,Stay the Night,https://danielchaveztutorials.com/tabs/stay-the-night,Standard,N/A,A5 | B5 | C#5 | E | E5,Picking/Strumming
Sam Barber,Stopped in Hell,https://danielchaveztutorials.com/tabs/stopped-in-hell,Standard,3rd Fret,A5 | B5 | C#5 | E,Strumming
Sam Barber,Straight and Narrow,https://danielchaveztutorials.com/tabs/straight-and-narrow,Standard,4th Fret,Em7 | Cadd9 | G | D/F#,Picking/Strumming/Palm-muting
Sam Barber,Streetlight,https://danielchaveztutorials.com/tabs/streetlight,Standard,2nd Fret,C#5 | A5 | E | B5,Finger-picking/Strumming
Sam Barber,Tear Us Apart,https://danielchaveztutorials.com/tabs/tear-us-apart,Standard,N/A,C | Em | G | D,Picking/Strumming
Sam Barber,The More I Hope,https://danielchaveztutorials.com/tabs/the-more-i-hope,Half-Step Down,5th Fret,Bm | A | D | G,Picking/Strumming
Sam Barber,Thought of You,https://danielchaveztutorials.com/tabs/thought-of-you,Standard,3rd Fret,Em | G | C | D,Strumming/Palm-muting
Sam Barber,V,https://danielchaveztutorials.com/tabs/v,Drop D,N/A,Triad Shapes,Finger-picking
Sam Barber,War,https://danielchaveztutorials.com/tabs/war,Standard,1st Fret,E/A | E | F#m,Picking/Strumming
Sam Barber,Will You Be There,https://danielchaveztutorials.com/tabs/will-you-be-there,Standard,1st Fret,Am | F | C | G,Picking/Strumming
Sam Barber,You Know I Know,https://danielchaveztutorials.com/tabs/you-know-i-know,Standard,2nd Fret,F | G | Am,Picking/Strumming
Sam Hart,Mario Kart Love Song,https://danielchaveztutorials.com/tabs/mario-kart-love-song,Standard,3rd Fret,C/G | Gadd11 | Am | F,Finger-picking
Sam Hunt,Bottle it Up  ,https://danielchaveztutorials.com/tabs/bottle-it-up,Standard,N/A,E | A5 | C#5 | B5,Muted-Strumming
Sam Hunt,Come Over,https://danielchaveztutorials.com/tabs/come-over,Standard,N/A,Bm | G | Dsus2 | A,Finger-picking
Sam Hunt,Cop Car,https://danielchaveztutorials.com/tabs/cop-car-sam-hunt,Standard,4th Fret,Cadd9 | G | Dsus,Strumming
Sam Hunt,Goodbye,https://danielchaveztutorials.com/tabs/goodbye,Half-Step Down,N/A,Em7 | Cadd9 | G | Dsus4,Muted-Strumming
Sam Hunt,Make You Miss Me,https://danielchaveztutorials.com/tabs/make-you-miss-me,Standard,N/A,Em7 | Cadd9 | Dsus4,Strumming
Slipknot,Snuff (Acoustic),https://danielchaveztutorials.com/tabs/corey-taylor,C# Standard,N/A,Am | Em | F | G,Strumming
Stone Sour,Tired,https://danielchaveztutorials.com/tabs/tired,Half-Step Down,N/A,Em | Dsus2 | Cadd9,Strumming
Stumfol,Prisoner,https://danielchaveztutorials.com/tabs/prisoner,Standard,4th Fret,Am | F | C | G,Finger-picking
Tai Verdes,DRUGS,https://danielchaveztutorials.com/tabs/drugs,Standard,N/A,Bbm7 | Fm7 | C# | G#,Finger-picking/Strumming
Tanner Usrey,Beautiful Lies (feat. Ella Langley),https://danielchaveztutorials.com/tabs/beautiful-lies,Standard,5th Fret,G | Cadd9 | Em | D,Strumming
Tanner Usrey,If You Call Me Again,https://danielchaveztutorials.com/tabs/if-you-call-me-again,Standard,N/A,A | Asus6 | Cadd9 | E | C#m7 | Cm7 |Bm7,Strumming
Tanner Usrey,Take Me Home,https://danielchaveztutorials.com/tabs/take-me-home,Standard,N/A,G | D | Cadd9 | G/E | D/F#,Strumming
Taylor Swift,Everything has Changed  ,https://danielchaveztutorials.com/tabs/everything-has-changed,Standard,Options,Capo 2nd: E | C#m7 | A | B | F#m || Capo 6th: C | Am7 | F | G | Dm,Strumming
The Castellows,Place They Call Home (feat. Flatland Cavalry),https://danielchaveztutorials.com/tabs/place-they-call-home,Standard,1st Fret,C | F | G | Am | C/B,Strumming
The Castellows,Sober Sundays (feat. Wyatt Flores),https://danielchaveztutorials.com/tabs/sober-sundays,Standard,3rd Fret,C | Am | G | F | Dm | Cmaj7 | G7 | Em,Picking/Strumming
The Dreggs,Keepsake,https://danielchaveztutorials.com/tabs/keepsake,Standard,2nd Fret,G | Dadd4 | C | Em | Cadd9 | D/F# | Em7,Picking/Strumming
The Lumineers,Gale Song,https://danielchaveztutorials.com/tabs/gale-song,Standard,N/A,C | F | Am | G,Picking/Strumming/Legato
The Red Clay Strays,Wanna Be Loved,https://danielchaveztutorials.com/tabs/wanna-be-loved,Standard,1st Fret,Em | D | G | Am | C | C/B,Strumming
The Red Clay Strays,Wondering Why,https://danielchaveztutorials.com/tabs/wondering-why,Standard,N/A,E | F#m | A | B | B7 | Gm | G#m,Strumming/Barre Chords
The Shins,New Slang,https://danielchaveztutorials.com/tabs/new-slang,Standard,N/A,Am | C | F | G | C/B,Picking/Strumming
Tim McGraw,Humble and Kind,https://danielchaveztutorials.com/tabs/humble-and-kind,Standard,4th Fret,G | Em7 | C,Strumming/Legato
Tim McGraw,Just To See You Smile,https://danielchaveztutorials.com/tabs/just-to-see-you-smile,Half-Step Down,N/A,G | D/F# | Em7 | Dsus4 | Cadd9 | D | Am | Asus4 | G/B,Picking/Strumming
Tim McIlrath,It's Late Cover ,https://danielchaveztutorials.com/tabs/its-late,Half-Step Down,5th Fret,A | E | Dsus,Finger-picking/Strumming
Tim McIlrath,Restless World,https://danielchaveztutorials.com/tabs/restless-world,Half-Step Down,2nd Fret,Em | G | C | D | Dsus | Csus2,Picking/Strumming/Legato
Tim McIlrath,What Are We Gonna Do (feat. EmilPiano),https://danielchaveztutorials.com/tabs/what-are-we-gonna-do,Drop C#,N/A,Dsus2 | F | C | G | B5,Picking/Muted-Strumming
Tommy McCrone,Scars,https://danielchaveztutorials.com/tabs/scars,Standard,1st Fret,Em | C/G | Dadd11/A | G,Strumming
Treaty Oak Revival,Missed Call,https://danielchaveztutorials.com/tabs/missed-call,Standard,Optional,A | Bm7 | Dmaj7 or G | Am7 | Cmaj7 | C/B,Picking/Strumming
Tupac Shakur,Thugz Mansion,https://danielchaveztutorials.com/tabs/thugz-mansion,Standard,1st Fret,G | Bm7 | Am7 | Cmaj7 | F7/C,Finger-picking/Strumming
Turnpike Troubadours,Diamonds & Gasoline,https://danielchaveztutorials.com/tabs/diamonds-and-gasoline,Standard,N/A,C | C/B | Am7 | Am | Fadd9 | Fmaj7 | G,Finger-picking
Turnpike Troubadours,Good Lord Lorrie,https://danielchaveztutorials.com/tabs/good-lord-lorrie,Standard,N/A,G | Em | C | C/B | Am,Strumming
Turnpike Troubadours,Heaven Passing Through,https://danielchaveztutorials.com/tabs/heaven-passing-through,Standard,N/A,Am | F | C | G | Em,Finger-picking/Strumming
Ty Myers,But Me,https://danielchaveztutorials.com/tabs/but-me,Standard,4th Fret,C | Am | Dm | G,Fingerpicking/Strumming
Ty Myers,Thought It Was Love,https://danielchaveztutorials.com/tabs/thought-it-was-love,Standard,N/A,F#m | Bmaj7 | E7 | A | F#m | B,Picking/Strumming
Ty Myers,Tie That Binds,https://danielchaveztutorials.com/tabs/tie-that-binds,Standard,2nd Fret,G | F | C | Am | D,Picking/Strumming/Legato
Tyler Childers,All You'rn,https://danielchaveztutorials.com/tabs/all-yourn,Standard,N/A,C | Dm | F | Em | Fmaj7,Picking/Strumming/Legato
Tyler Childers,Feathered Indians,https://danielchaveztutorials.com/tabs/feathered-indians,Standard,5th Fret,D | A | G | Bm,Picking/Strumming/Legato
Tyler Childers,Follow You to Virgie,https://danielchaveztutorials.com/tabs/follow-you-to-virgie,Standard,4th Fret,G | C | Dsus2 | D7,Picking/Strumming/Legato
Tyler Childers,Jersey Giant (Evan Honer feat. Julia DiGrazia),https://danielchaveztutorials.com/tabs/jersey-giant-evan-honer,Standard,1st Fret,G | D | Am | C,Picking/Strumming/Palm-muting
Tyler Childers,Lady May,https://danielchaveztutorials.com/tabs/lady-may,Standard,3rd Fret,C | Fmaj7 | Am | C/B,Picking/Strumming/Legato
Tyler Childers,Nose on the Grindstone,https://danielchaveztutorials.com/tabs/nose-on-the-grindstone,Standard,3rd Fret,Dm | Fmaj7 | C | G,Picking/Strumming/Legato
Tyler Childers,Shake the Frost,https://danielchaveztutorials.com/tabs/shake-the-frost,Standard,2nd Fret,G | Fmaj7 | C | Am | C/B | F,Picking/Strumming/Legato
Vertical Horizon,Everything You Want,https://danielchaveztutorials.com/tabs/everything-you-want,Half-Step Down,N/A,Am | Em | G | Cadd9 | Am7 | Em7 | Dsus4,Strumming
Vincent Mason,Can't Just Be Me,https://danielchaveztutorials.com/tabs/cant-just-be-me,Standard,4th Fret,G | Em7 | D | Cadd9 | Am7 | C/B,Strumming
Vincent Mason,Really Don't Love Me,https://danielchaveztutorials.com/tabs/really-dont-love-me,Standard,N/A,F | C | Am | G,Strumming
Vincent Mason,The Breakdown,https://danielchaveztutorials.com/tabs/the-breakdown,Half-Step Down,N/A,Am | F | G | C | E,Picking/Muted-Strumming/Barre Chords
Waylon Wyatt,Arkansas Diamond,https://danielchaveztutorials.com/tabs/arkansas-diamond,Standard,2nd Fret,Am | F | C | G,Strumming
Waylon Wyatt,Back to Then,https://danielchaveztutorials.com/tabs/back-to-then,Standard,1st Fret,C | G | F | Am,Strumming
Waylon Wyatt,Everything Under the Sun,https://danielchaveztutorials.com/tabs/everything-under-the-sun,Standard,1st,Em | G | C | D | Dsus4,Strumming
